"Accepted Symbol","Synonym Symbol","Scientific Name","PLANTS Floristic Area","State and Province","Category","Kingdom","Duration","Growth Habit","Active Growth Period","After Harvest Regrowth Rate","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Leaf Retention","Lifespan","Low Growing Grass","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Drought Tolerance","Fertility Requirement","Fire Tolerance","Moisture Use","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (F)","Bloom Period","Propogated by Bulbs","Berry/Nut/Seed Product","Palatable Human"
"TEPE70","","Tetraphis pellucida","NA (L48)","USA(NY)","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEAN5","","Tetraplodon angustatus","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEAN2","","Tetrazygia angustifolia","PR, VI","USA+(PR, VI)","Dicot","Plantae","Perennial","Shrub, Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEBI","","Tetrazygia bicolor","NA (L48), HI","USA(FL, HI)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEBI2","","Tetrazygia biflora","PR","USA+(PR)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TECR","","Tetrazygia crotonifolia","PR","USA+(PR)","Dicot","Plantae","Perennial","Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEEL","","Tetrazygia elaeagnoides","PR, VI","USA+(PR, VI)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEBR3","","Tetrodontium brownianum","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TERE5","","Tetrodontium repandum","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEUCR","","Teucrium","NA (L48)","CAN(BC, MB, NB, NS, ON, PE, QC, SK), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TECA3","","Teucrium canadense","NA (L48, CAN)","CAN(BC, MB, NB, NS, ON, PE, QC, SK), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Perennial","Forb/herb","Spring and Summer","Slow","No","No","Purple","Yes","White-Gray","Porous","Porous","Medium","Brown","No","Single Stem","Moderate","","3.3","No","Moderate","No","Erect","None","No","Yes","Yes","Low","Medium","Low","High","20","60","Intermediate","-43","Summer","Yes","No","No"
"TECU","","Teucrium cubense","NA (L48)","USA(AL, AZ, CA, LA, NM, TX)","Dicot","Plantae","Annual, Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TELA","","Teucrium laciniatum","NA (L48)","USA(CO, KS, MD, NM, OK, TX)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TESA","","Texosporium santi-jacobi","NA (L48)","","Lichen","Fungi","","Lichenous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THTE6","","Thalassia testudinum","NA (L48), PR, VI","USA+(PR, VI), USA(FL, LA, MS, TX)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THDE","","Thalia dealbata","NA (L48)","USA(AL, AR, GA, IL, KY, LA, MO, MS, OK, SC, TX)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THGE2","","Thalia geniculata","NA (L48), PR, VI","USA+(PR, VI), USA(AL, FL, GA, LA)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THAL","","Thalictrum alpinum","NA (L48, AK, CAN, GL)","CAN(BC, LB, NF, NT, QC, YT), DEN(GL), USA(AK, CA, CO, ID, MT, NM, NV, OR, UT, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THAQ","","Thalictrum aquilegifolium","NA (L48, CAN)","CAN(ON), USA(NY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THCL","","Thalictrum clavatum","NA (L48)","USA(AL, GA, KY, NC, SC, TN, VA, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THCO5","","Thalictrum cooleyi","NA (L48)","USA(FL, GA, NC)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THDI","","Thalictrum dioicum","NA (L48, CAN, SPM)","CAN(ON, QC), FRA(SB), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SC, SD, TN, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THFE","","Thalictrum fendleri","NA (L48)","USA(AZ, CA, CO, ID, NM, NV, OR, TX, UT, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THFEP2","","Thalictrum fendleri var. polycarpum","NA (L48)","USA(CA, NV, OR, UT)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THFEP2","THPO","Thalictrum polycarpum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THOC","","Thalictrum occidentale","NA (L48, AK, CAN)","CAN(AB, BC, SK, YT), USA(AK, CA, CO, ID, MT, NV, OR, WA, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THPU2","","Thalictrum pubescens","NA (L48, CAN, SPM)","CAN(LB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, CT, DC, DE, GA, IL, IN, KY, MA, MD, ME, MI, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THPU2","THPO8","Thalictrum polygamum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THRE","","Thalictrum revolutum","NA (L48, CAN)","CAN(MB, ON, QC), USA(AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NM, NV, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THTH2","","Thalictrum thalictroides","NA (L48, CAN)","CAN(ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THTH2","ANTH5","Anemonella thalictroides","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THNE4","","Thamnobryum neckeroides","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THMO","","Thamnosma montana","NA (L48)","USA(AZ, CA, NV, UT)","Dicot","Plantae","Perennial","Subshrub","Spring and Fall","","No","No","Purple","Yes","Yellow-Green","Porous","Porous","Fine","Black","No","Multiple Stem","Slow","1","2.0","No","Moderate","No","Erect","None","Yes","Yes","No","High","Low","None","Low","5","10","Intolerant","-1","Early Spring","No","No","No"
"THTE2","","Thamnosma texana","NA (L48)","USA(AZ, CO, NM, TX)","Dicot","Plantae","Perennial","Subshrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THBA","","Thaspium barbinode","NA (L48, CAN)","CAN(NS, ON), USA(AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THPI","","Thaspium pinnatifidum","NA (L48)","USA(AL, GA, KY, MS, NC, TN)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THTR","","Thaspium trifoliatum","NA (L48, CAN)","CAN(ON), USA(AL, AR, FL, GA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THELE","","Thelesperma","NA (L48)","CAN(AB), USA(AR, AZ, CA, CO, IL, IN, KS, LA, MI, MN, MO, MS, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THBU","","Thelesperma burridgeanum","NA (L48)","USA(TX)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THFIF","","Thelesperma filifolium var. filifolium","NA (L48)","USA(AR, KS, MS, OK, TX)","Dicot","Plantae","Perennial, AN","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THFIF","THTR2","Thelesperma trifidum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THLO","","Thelesperma longipes","NA (L48)","USA(AZ, NM, TX)","Dicot","Plantae","Perennial","Subshrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THME","","Thelesperma megapotamicum","NA (L48)","USA(AR, AZ, CA, CO, IL, IN, KS, MI, MN, MO, MT, NE, NM, OK, OR, SD, TX, UT, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THBI","","Thelocactus bicolor","NA (L48)","USA(TX)","Dicot","Plantae","Perennial","Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THAU3","","Thelypodiopsis aurea","NA (L48)","USA(CO, NM, UT)","Dicot","Plantae","Biennial, Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THIN","","Thelypodium integrifolium","NA (L48)","USA(AZ, CA, CO, ID, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY)","Dicot","Plantae","Biennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THLA","","Thelypodium laciniatum","NA (L48, CAN)","CAN(BC), USA(CA, ID, NV, OR, WA)","Dicot","Plantae","Biennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THLA4","","Thelypodium laxiflorum","NA (L48)","USA(CO, NV, UT)","Dicot","Plantae","Biennial, Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THST","","Thelypodium stenopetalum","NA (L48)","USA(CA)","Dicot","Plantae","Biennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THWR","","Thelypodium wrightii","NA (L48)","USA(AZ, CO, NM, OK, TX)","Dicot","Plantae","Biennial, Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THKU","","Thelypteris kunthii","NA (L48), HI, PR, VI","USA+(PR, VI), USA(AL, AR, FL, GA, HI, LA, MS, NC, SC, TX)","Fern","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THNO","","Thelypteris noveboracensis","NA (L48, CAN, SPM)","CAN(NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, GA, IL, IN, KY, LA, MA, MD, ME, MI, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WV)","Fern","Plantae","Perennial","Forb/herb","Spring","Slow","No","No","Brown","No","Yellow-Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate","","1.5","No","Moderate","No","Erect","None","Yes","Yes","Yes","Medium","Low","Medium","Low","30","60","Tolerant","-28","Summer","Yes","No","No"
"THNO","THTH","Thelypteris thelypterioides","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THOV","","Thelypteris ovata","NA (L48)","USA(AL, FL, GA, SC, TX)","Fern","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THEME","","Themeda","NA (L48)","USA+(PR), USA(CA, FL, HI, KS, LA, MD, TX, VA)","Monocot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THAR2","","Themeda arguens","NA (L48), PR","USA+(PR), USA(MD, VA)","Monocot","Plantae","Annual, Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THAR2","THFR4","Themeda frondosa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THQU","","Themeda quadrivalvis","NA (L48)","USA(CA, FL, KS, LA)","Monocot","Plantae","Annual","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THVI2","","Themeda villosa","HI","USA(HI)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THVI2","THGI","Themeda gigantea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THCA","","Theobroma cacao","PR, VI","USA+(PR, VI), USA(PW)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THERM","","Thermopsis","NA (L48)","CAN(AB, BC, MB, NF, ON, PE, SK), USA(AL, AZ, CA, CO, CT, GA, ID, KY, MA, MD, ME, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OK, OR, PA, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THDI4","","Thermopsis divaricarpa","NA (L48)","USA(CO, MT, NM, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THDI4","THPI5","Thermopsis pinetorum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THFR3","","Thermopsis fraxinifolia","NA (L48)","USA(AL, GA, NC, SC, TN)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THMA2","","Thermopsis macrophylla","NA (L48)","USA(CA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THMO2","","Thermopsis mollis","NA (L48)","USA(AL, GA, KY, NC, NJ, SC, TN, VA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THMO6","","Thermopsis montana","NA (L48)","USA(AZ, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THRH","","Thermopsis rhombifolia","NA (L48, CAN)","CAN(AB, BC, MB, ON, SK), USA(CO, MT, ND, NE, NM, OK, SD, UT, WI, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THVI","","Thermopsis villosa","NA (L48)","USA(AL, CT, GA, KY, MA, MD, ME, NC, NH, NJ, NY, PA, TN, VA, VT, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THVI","THCA5","Thermopsis caroliniana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THPO3","","Thespesia populnea","NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(FL, HI, PW, UM)","Dicot","Plantae","Perennial","Tree, Shrub","Year Round","","No","No","Yellow","Yes","Green","Dense","Dense","Medium","Brown","Yes","Single Stem","Rapid","30","30","Yes","Long","No","Erect","None","Yes","Yes","Yes","High","Medium","Medium","Low","20","100","Intermediate","31","Spring","No","No","No"
"THPE3","","Thevetia peruviana","NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(FL, HI, PW, TX, UM)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THIN6","","Thinopyrum intermedium","NA (L48, CAN)","CAN(BC, SK, YT), USA(AZ, CA, CO, GA, IA, ID, MA, MT, ND, NE, NJ, NM, NV, NY, OR, SD, TX, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Slow","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Rhizomatous","Moderate","","2.0","No","Moderate","No","Erect","None","Yes","Yes","Yes","Medium","Medium","High","Medium","14","28","Intolerant","-36","Mid Spring","No","No","No"
"THIN6","AGIN2","Agropyron intermedium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THIN6","AGTR6","Agropyron trichophorum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THIN6","ELHI6","Elymus hispidus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THIN6","ELIN7","Elytrigia intermedia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THJU3","","Thinopyrum junceiforme","NA (L48)","USA(CA, OR)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THJU3","AGJU","Agropyron junceum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THPO7","","Thinopyrum ponticum","NA (L48, CAN)","CAN(AB, BC, NB, ON, QC, SK), USA(AZ, CA, CO, IA, ID, IL, KS, MO, MT, ND, NE, NM, NV, OR, SC, SD, TX, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","Spring","Moderate","No","No","Yellow","No","Green","Dense","Moderate","Coarse","Brown","No","Bunch","Moderate","","5.0","No","Long","No","Erect","None","Yes","Yes","Yes","Medium","Medium","Medium","Medium","10","32","Intolerant","-36","Mid Summer","No","No","No"
"THPO7","AGEL3","Agropyron elongatum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THPY4","","Thinopyrum pycnanthum","NA (L48, CAN)","CAN(AB, NS), USA(MA, ME, NH, NY, OR, PA, RI, TX, WA)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THPY4","AGLI81","Agropyron littorale","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THDU","","Thladiantha dubia","NA (L48, CAN)","CAN(MB, ON, QC), USA(IL, MA, MN, NH, NY)","Dicot","Plantae","Perennial","Vine, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THLAS","","Thlaspi","GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THAR5","","Thlaspi arvense","NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THDE10","","Thuidium delicatulum","NA (L48)","USA(NY)","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THPH2","","Thuidium philibertii","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THRE7","","Thuidium recognitum","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THTA2","","Thuidium tamariscinum","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THOC2","","Thuja occidentalis","NA (L48, CAN)","CAN(MB, NB, NS, ON, PE, QC), USA(CT, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)","Gymnosperm","Plantae","Perennial","Tree","Spring and Summer","","No","No","","No","Green","Dense","Dense","Fine","Brown","No","Single Stem","Slow","25","50","Yes","Long","No","Conical","None","Yes","Yes","Yes","Low","Medium","Low","Medium","35","55","Intermediate","-33","Mid Spring","No","No","No"
"THPL","","Thuja plicata","NA (L48, AK, CAN)","CAN(AB, BC), USA(AK, CA, ID, MT, OR, WA)","Gymnosperm","Plantae","Perennial","Tree","Spring and Summer","","No","No","","No","Green","Dense","Dense","Fine","Brown","No","Single Stem","Slow","40","150","Yes","Long","No","Conical","None","No","Yes","No","Low","Medium","Low","Medium","30","120","Tolerant","-33","Mid Spring","No","No","No"
"THAL3","","Thunbergia alata","NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(FL, HI, PW, TX)","Dicot","Plantae","Perennial","Vine, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THER","","Thunbergia erecta","NA (L48), PR","USA+(PR), USA(FL)","Dicot","Plantae","Perennial","Vine, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THFR2","","Thunbergia fragrans","NA (L48), HI, PR, VI","USA+(PR, VI), USA(FL, HI)","Dicot","Plantae","Perennial","Vine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THGR3","","Thunbergia grandiflora","NA (L48), HI, PR","USA+(PR), USA(FL, HI)","Dicot","Plantae","Perennial","Vine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THAC","","Thymophylla acerosa","NA (L48)","USA(AZ, NM, NV, TX, UT)","Dicot","Plantae","Perennial","Subshrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THAC","DYAC","Dyssodia acerosa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THPE4","","Thymophylla pentachaeta","NA (L48)","USA(AZ, CA, NM, NV, SC, TX, UT)","Dicot","Plantae","Perennial","Forb/herb, Subshrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THSEG","","Thymophylla setifolia var. greggii","NA (L48)","USA(NM, TX)","Dicot","Plantae","Perennial","Forb/herb, Subshrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THSEG","THSER","Thymophylla setifolia var. radiata","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THTE7","","Thymophylla tenuiloba","NA (L48)","USA(AL, FL, LA, MA, MS, SC, TX)","Dicot","Plantae","Annual, Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THPRA","","Thymus praecox ssp. arcticus","NA (L48, CAN, GL)","CAN(BC, NS, ON, QC), DEN(GL), USA(GA, IL, IN, MA, MD, MI, MN, MS, MT, NC, NH, NJ, OH, OR, RI, TN, UT, WA, WI, WV, WY)","Dicot","Plantae","Perennial","Forb/herb, Subshrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THCU","","Thysanocarpus curvipes","NA (L48, CAN)","CAN(BC), USA(AZ, CA, CO, ID, NM, NV, OR, UT, WA)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THCU","THCUE","Thysanocarpus curvipes var. elegans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THLA3","","Thysanocarpus laciniatus","NA (L48)","USA(CA)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TICO","","Tiarella cordifolia","NA (L48, CAN)","CAN(NB, NS, ON, QC), USA(AL, CT, GA, KY, MA, MD, ME, MI, MN, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TITRT","","Tiarella trifoliata var. trifoliata","NA (L48, AK, CAN)","CAN(AB, BC), USA(AK, CA, ID, MT, OR, WA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TITRU","","Tiarella trifoliata var. unifoliata","NA (L48, AK, CAN)","CAN(AB, BC), USA(AK, CA, ID, MT, OR, WA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIBOU","","Tibouchina","HI, PR","USA+(PR), USA(HI)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
